Primary_Category_Alt,Name,price_range_description,Price,Discount,Description,upload_date_time,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Last_Restock_Date,Discount_Percentage,Total_Revenue,Demand,date,week,lag_1,rolling_mean
Shoes,Dress,High,161.1647539,41.69943326,Dress in Shoes category,07:21.8,Out of Stock,48,77,24,Supplier_1,07:21.8,41.69943326,657.7197543,7,1/17/2022,3,38,0
Shoes,Shirt,High,100.4707086,13.97826533,Shirt in Shoes category,07:21.8,Out of Stock,314,16,21,Supplier_7,07:21.8,13.97826533,5272.025429,61,12/28/2020,53,0,0
Women,Bags,Medium,78.26087306,37.03698901,Bags in Women category,07:21.8,Out of Stock,339,55,26,Supplier_3,07:21.8,37.03698901,12368.12593,251,11/2/2020,45,77,0
Kids,Jeans,High,125.6799483,21.66139384,Jeans in Kids category,07:21.8,Out of Stock,178,52,14,Supplier_5,07:21.8,21.66139384,17525.15371,178,6/2/2024,22,38,0
Kids,Sneakers,Low,17.54450329,17.16187367,Sneakers in Kids category,07:21.8,Available,7,69,20,Supplier_4,07:21.8,17.16187367,101.7347646,7,9/12/2021,36,30,0
Shoes,Dress,Premium,293.9892699,30.84544332,Dress in Shoes category,07:21.8,Out of Stock,112,77,18,Supplier_4,07:21.8,30.84544332,20940.61855,103,4/18/2022,16,111,0
Men,Jeans,Premium,320.6494488,22.16031393,Jeans in Men category,07:21.8,Available,121,98,10,Supplier_7,07:21.8,22.16031393,30200.69544,121,3/31/2021,13,146,98.75
Women,Bags,High,162.5548279,7.178881781,Bags in Women category,07:21.8,Out of Stock,226,64,6,Supplier_5,07:21.8,7.178881781,21274.81447,141,3/18/2024,12,20,0
Men,Bags,Premium,220.6326153,15.9859586,Bags in Men category,07:21.8,Out of Stock,208,24,6,Supplier_2,07:21.8,15.9859586,4448.697042,24,2/26/2021,8,174,0
Men,Bags,Premium,210.8990896,14.52512781,Bags in Men category,07:21.8,Out of Stock,195,70,2,Supplier_4,07:21.8,14.52512781,35151.81682,195,9/12/2021,36,0,0
Accessories,Shirt,Medium,96.16622347,14.83623109,Shirt in Accessories category,07:21.8,Out of Stock,210,81,1,Supplier_2,07:21.8,14.83623109,2211.267069,27,6/24/2023,25,0,0
Women,Bags,Low,27.99769493,10.11095243,Bags in Women category,07:21.8,Available,346,60,2,Supplier_9,07:21.8,10.11095243,1082.175037,43,11/24/2020,48,275,0
Men,Sneakers,High,115.3908217,7.303629458,Sneakers in Men category,07:21.8,Out of Stock,39,52,17,Supplier_8,07:21.8,7.303629458,4171.561041,39,3/11/2023,10,0,0
Home,Dress,Premium,226.2375504,46.75248596,Dress in Home category,07:21.8,Out of Stock,153,82,4,Supplier_6,07:21.8,46.75248596,15178.6998,126,7/1/2023,26,35,0
Home,Dress,Low,5.148909812,10.75218397,Dress in Home category,07:21.8,Available,0,39,6,Supplier_4,07:21.8,10.75218397,0,0,10/21/2021,42,0,0
Women,Dress,Low,12.44658712,45.07462865,Dress in Women category,07:21.8,Available,343,54,23,Supplier_4,07:21.8,45.07462865,1292.067163,189,12/15/2023,50,61,108.25
Men,Shirt,Medium,95.36218504,34.72613356,Shirt in Men category,07:21.8,Out of Stock,228,95,20,Supplier_7,07:21.8,34.72613356,14192.22145,228,2/21/2021,7,0,0
Shoes,Jacket,High,183.1642635,15.07678208,Jacket in Shoes category,07:21.8,Out of Stock,12,65,7,Supplier_7,07:21.8,15.07678208,1866.58784,12,6/8/2021,23,0,0
Accessories,Jacket,Medium,44.23279708,43.19979874,Jacket in Accessories category,07:21.8,Out of Stock,357,61,25,Supplier_10,07:21.8,43.19979874,2437.058823,97,2/9/2021,6,0,0
Accessories,Sneakers,Premium,295.6538893,45.31149439,Sneakers in Accessories category,07:21.8,Out of Stock,332,67,23,Supplier_8,07:21.8,45.31149439,50931.93856,315,3/19/2022,11,0,0
Men,Jeans,Low,6.729145782,46.12952728,Jeans in Men category,07:21.8,Available,421,49,12,Supplier_8,07:21.8,46.12952728,1018.631363,281,10/7/2023,40,163,0
Kids,Shirt,Low,28.62354367,28.57904248,Shirt in Kids category,07:21.8,Out of Stock,73,37,19,Supplier_10,07:21.8,28.57904248,899.5011945,44,1/28/2021,4,164,0
Women,Dress,Medium,95.81552807,11.98114525,Dress in Women category,07:21.8,Out of Stock,227,49,5,Supplier_5,07:21.8,11.98114525,19144.21082,227,6/29/2022,26,113,138.25
Kids,Sneakers,High,187.6607445,49.15560301,Sneakers in Kids category,07:21.8,Available,101,32,11,Supplier_7,07:21.8,49.15560301,2767.034245,29,10/11/2023,41,0,0
Women,Shirt,Premium,243.1587066,38.0406362,Shirt in Women category,07:21.8,Out of Stock,202,79,3,Supplier_7,07:21.8,38.0406362,30433.2367,202,1/1/2023,52,0,0
Women,Bags,Medium,42.62541936,49.73857035,Bags in Women category,07:21.8,Available,400,52,21,Supplier_3,07:21.8,49.73857035,835.5416613,39,9/2/2021,35,213,0
Women,Bags,Low,16.44629014,40.89176434,Bags in Women category,07:21.8,Available,52,91,4,Supplier_2,07:21.8,40.89176434,233.3066864,24,6/28/2023,26,129,0
Accessories,Jacket,Low,27.46925255,17.61490954,Jacket in Accessories category,07:21.8,Out of Stock,377,36,19,Supplier_4,07:21.8,17.61490954,2602.515384,115,5/31/2024,22,0,0
Men,Bags,High,197.0133761,33.81031141,Bags in Men category,07:21.8,Out of Stock,362,79,26,Supplier_10,07:21.8,33.81031141,9388.98289,72,5/28/2022,21,21,0
Shoes,Jeans,High,158.9689102,38.82109847,Jeans in Shoes category,07:21.8,Out of Stock,407,54,1,Supplier_7,07:21.8,38.82109847,21007.17354,216,8/14/2021,32,175,0
Shoes,Jacket,Medium,83.77834931,13.60209527,Jacket in Shoes category,07:21.8,Available,33,74,14,Supplier_6,07:21.8,13.60209527,0,0,3/18/2021,11,254,0
Men,Jacket,Premium,419.1850088,24.50528875,Jacket in Men category,07:21.8,Available,384,89,19,Supplier_1,07:21.8,24.50528875,40507.20154,128,5/15/2023,20,218,98.5
Men,Jeans,High,154.8216888,18.28487247,Jeans in Men category,07:21.8,Available,98,28,4,Supplier_8,07:21.8,18.28487247,12398.24856,98,4/15/2021,15,0,0
Home,Bags,Premium,208.5392768,34.32573969,Bags in Home category,07:21.8,Out of Stock,289,47,22,Supplier_5,07:21.8,34.32573969,39032.63884,285,3/6/2022,9,60,0
Women,Dress,High,107.0355521,22.65438675,Dress in Women category,07:21.8,Available,399,66,14,Supplier_2,07:21.8,22.65438675,24008.31822,290,1/18/2023,3,112,0
Kids,Dress,Low,8.321119839,26.93287904,Dress in Kids category,07:21.8,Available,285,28,7,Supplier_6,07:21.8,26.93287904,206.7200917,34,9/7/2024,36,168,0
Men,Jeans,Low,11.55461802,8.402529033,Jeans in Men category,07:21.8,Out of Stock,454,40,22,Supplier_6,07:21.8,8.402529033,804.3640791,76,11/6/2021,44,54,0
Men,Sneakers,Premium,362.0275357,29.91545682,Sneakers in Men category,07:21.8,Available,484,90,11,Supplier_4,07:21.8,29.91545682,57341.92788,226,8/13/2024,33,306,0
Women,Shirt,Medium,66.77096645,18.53648327,Shirt in Women category,07:21.8,Out of Stock,142,52,28,Supplier_6,07:21.8,18.53648327,7723.944795,142,6/1/2022,22,60,0
Men,Jeans,Medium,72.65418,21.70231569,Jeans in Men category,07:21.8,Out of Stock,446,76,28,Supplier_10,07:21.8,21.70231569,14392.29474,253,2/16/2024,7,217,0
Accessories,Sneakers,Premium,392.3758904,35.47437929,Sneakers in Accessories category,07:21.8,Available,98,88,6,Supplier_3,07:21.8,35.47437929,23546.01703,93,7/5/2021,27,11,0
Home,Shirt,Medium,49.90846905,16.38227398,Shirt in Home category,07:21.8,Out of Stock,261,31,11,Supplier_10,07:21.8,16.38227398,8096.071422,194,11/23/2022,47,52,79
Men,Bags,High,103.4560631,5.125070526,Bags in Men category,07:21.8,Out of Stock,55,97,17,Supplier_7,07:21.8,5.125070526,5398.46268,55,4/22/2024,17,0,0
Shoes,Shirt,Medium,73.6415419,35.22503899,Shirt in Shoes category,07:21.8,Available,388,13,29,Supplier_8,07:21.8,35.22503899,6344.270247,133,8/3/2021,31,0,0
Home,Jeans,High,137.754319,14.11180868,Jeans in Home category,07:21.8,Available,486,92,26,Supplier_7,07:21.8,14.11180868,29460.35857,249,6/23/2023,25,347,0
Accessories,Shirt,Low,10.66739757,33.81363413,Shirt in Accessories category,07:21.8,Available,160,81,24,Supplier_6,07:21.8,33.81363413,1129.658046,160,6/8/2024,23,13,0
Men,Dress,High,193.4545826,20.80410746,Dress in Men category,07:21.8,Out of Stock,279,36,24,Supplier_9,07:21.8,20.80410746,42745.05526,279,12/30/2020,53,0,0
Kids,Sneakers,High,152.2668628,6.755514324,Sneakers in Kids category,07:21.8,Out of Stock,63,38,9,Supplier_4,07:21.8,6.755514324,8944.768546,63,7/30/2024,31,73,0
Home,Bags,Low,26.08775313,29.03027466,Bags in Home category,07:21.8,Available,151,91,17,Supplier_7,07:21.8,29.03027466,388.8025417,21,12/20/2023,51,0,0
Men,Jacket,Premium,226.8429369,48.41440422,Jacket in Men category,07:21.8,Available,389,47,23,Supplier_2,07:21.8,48.41440422,43296.76378,370,1/30/2024,5,252,0
Men,Bags,Premium,494.3746682,10.66696712,Bags in Men category,07:21.8,Out of Stock,83,83,24,Supplier_9,07:21.8,10.66696712,28264.95263,64,6/29/2021,26,46,65.5
Women,Shirt,High,194.3405879,26.12163335,Shirt in Women category,07:21.8,Available,421,27,10,Supplier_9,07:21.8,26.12163335,11773.20347,82,12/21/2023,51,98,48
Shoes,Jacket,Low,6.343506406,27.10768665,Jacket in Shoes category,07:21.8,Out of Stock,162,47,18,Supplier_2,07:21.8,27.10768665,749.0764278,162,3/4/2022,9,140,0
Home,Bags,Low,18.65886308,49.9437073,Bags in Home category,07:21.8,Available,154,83,25,Supplier_10,07:21.8,49.9437073,429.6370154,46,10/27/2023,43,131,0
Accessories,Dress,Medium,54.65879953,27.53400672,Dress in Accessories category,07:21.8,Out of Stock,445,18,14,Supplier_9,07:21.8,27.53400672,11645.05835,294,11/17/2020,47,15,90
Men,Jeans,Medium,35.87395156,6.717915074,Jeans in Men category,07:21.8,Out of Stock,245,28,5,Supplier_8,07:21.8,6.717915074,8165.208671,244,7/20/2021,29,17,0
Women,Sneakers,Premium,340.0164073,44.98232696,Sneakers in Women category,07:21.8,Out of Stock,499,72,4,Supplier_9,07:21.8,44.98232696,29556.92021,158,2/4/2021,5,22,78.25
Home,Jacket,Low,29.51286201,17.78382681,Jacket in Home category,07:21.8,Available,120,34,14,Supplier_10,07:21.8,17.78382681,2911.72149,120,9/29/2021,39,0,0
Kids,Shirt,Low,12.50650476,38.09424553,Shirt in Kids category,07:21.8,Out of Stock,410,21,14,Supplier_4,07:21.8,38.09424553,356.1433221,46,11/16/2022,46,0,0
Kids,Sneakers,Medium,54.03822116,34.57544088,Sneakers in Kids category,07:21.8,Out of Stock,364,77,11,Supplier_3,07:21.8,34.57544088,1555.58779,44,3/1/2021,9,154,98.25
Women,Dress,Low,10.0767207,15.59256958,Dress in Women category,07:21.8,Available,32,39,9,Supplier_5,07:21.8,15.59256958,272.1760323,32,6/4/2022,22,0,0
Shoes,Jeans,High,128.6322561,23.29745521,Jeans in Shoes category,07:21.8,Available,84,14,1,Supplier_5,07:21.8,23.29745521,8287.793961,84,1/1/2021,53,0,0
Men,Jeans,Medium,34.36984901,23.7181957,Jeans in Men category,07:21.8,Out of Stock,286,24,24,Supplier_6,07:21.8,23.7181957,2412.050568,92,2/11/2024,6,31,158
Kids,Bags,High,116.874326,13.19473327,Bags in Kids category,07:21.8,Out of Stock,199,23,12,Supplier_5,07:21.8,13.19473327,15319.41363,151,1/17/2024,3,147,0
Kids,Jacket,Medium,53.68273536,38.15165568,Jacket in Kids category,07:21.8,Available,178,64,2,Supplier_10,07:21.8,38.15165568,5909.935176,178,9/8/2021,36,30,175
Women,Dress,Low,22.36623609,8.220069309,Dress in Women category,07:21.8,Out of Stock,55,44,11,Supplier_8,07:21.8,8.220069309,1129.024379,55,8/31/2023,35,0,0
Men,Jacket,Premium,327.4208293,28.49134095,Jacket in Men category,07:21.8,Out of Stock,355,34,1,Supplier_10,07:21.8,28.49134095,79371.50888,339,12/29/2022,52,15,108.5
Accessories,Jeans,Premium,447.6275331,46.23739759,Jeans in Accessories category,07:21.8,Out of Stock,17,48,23,Supplier_1,07:21.8,46.23739759,4091.155586,17,8/26/2022,34,178,0
Men,Shirt,Low,27.11996762,11.91772177,Shirt in Men category,07:21.8,Available,51,61,29,Supplier_4,07:21.8,11.91772177,1218.282152,51,3/22/2023,12,97,0
Women,Dress,High,168.3931309,34.11258502,Dress in Women category,07:21.8,Out of Stock,235,78,3,Supplier_9,07:21.8,34.11258502,18417.68024,166,4/21/2023,16,249,226
Home,Dress,High,114.0925607,38.49620919,Dress in Home category,07:21.8,Available,307,60,30,Supplier_9,07:21.8,38.49620919,1964.794997,28,12/21/2020,52,0,0
Home,Jeans,High,176.8991203,47.23869954,Jeans in Home category,07:21.8,Out of Stock,168,73,13,Supplier_10,07:21.8,47.23869954,1960.019804,21,3/15/2023,11,255,0
Home,Bags,Premium,294.2454549,35.54529541,Bags in Home category,07:21.8,Available,121,45,15,Supplier_9,07:21.8,35.54529541,20482.74418,108,10/5/2022,40,99,0
Men,Dress,Premium,204.6584248,42.44723206,Dress in Men category,07:21.8,Out of Stock,477,43,9,Supplier_8,07:21.8,42.44723206,27915.42143,237,5/26/2021,21,149,221
Home,Jacket,Medium,62.58147845,21.03688855,Jacket in Home category,07:21.8,Out of Stock,193,50,9,Supplier_6,07:21.8,21.03688855,6819.446995,138,8/21/2022,33,150,0
Home,Dress,Low,13.70661942,13.55309076,Dress in Home category,07:21.8,Out of Stock,88,58,6,Supplier_8,07:21.8,13.55309076,1042.707499,88,10/10/2023,41,0,0
Accessories,Sneakers,High,157.0625197,42.05873227,Sneakers in Accessories category,07:21.8,Available,493,25,8,Supplier_6,07:21.8,42.05873227,10647.46976,117,9/25/2021,38,109,118.25
Shoes,Dress,Premium,422.8843247,13.26083779,Dress in Shoes category,07:21.8,Out of Stock,127,11,7,Supplier_10,07:21.8,13.26083779,46584.40268,127,10/10/2022,41,178,0
Men,Jeans,Low,28.41719974,46.22728845,Jeans in Men category,07:21.8,Available,393,20,1,Supplier_9,07:21.8,46.22728845,657.0700504,43,4/10/2023,15,159,0
Shoes,Shirt,High,144.1026321,37.48649108,Shirt in Shoes category,07:21.8,Available,64,26,5,Supplier_2,07:21.8,37.48649108,5765.351152,64,11/4/2020,45,176,0
Accessories,Shirt,Premium,371.527257,7.861602104,Shirt in Accessories category,07:21.8,Out of Stock,271,96,18,Supplier_5,07:21.8,7.861602104,64698.34058,189,5/30/2022,22,199,0
Home,Jeans,Medium,43.30018162,40.70464478,Jeans in Home category,07:21.8,Available,69,55,7,Supplier_2,07:21.8,40.70464478,1771.574758,69,12/8/2023,49,42,0
Men,Shirt,Premium,428.5477473,7.656232072,Shirt in Men category,07:21.8,Available,57,30,29,Supplier_7,07:21.8,7.656232072,22557.01682,57,1/1/2022,52,251,158.75
Women,Sneakers,Premium,241.059886,19.34760136,Sneakers in Women category,07:21.8,Out of Stock,150,23,8,Supplier_7,07:21.8,19.34760136,26830.04008,138,8/16/2023,33,335,0
Home,Bags,Premium,288.2178045,39.83081785,Bags in Home category,07:21.8,Available,39,93,30,Supplier_10,07:21.8,39.83081785,6763.313534,39,12/1/2021,48,110,0
Women,Jeans,Medium,72.65707229,37.00143686,Jeans in Women category,07:21.8,Available,278,25,21,Supplier_2,07:21.8,37.00143686,9932.721809,217,5/22/2023,21,67,0
Home,Sneakers,Medium,63.17342743,41.04859674,Sneakers in Home category,07:21.8,Available,400,31,16,Supplier_1,07:21.8,41.04859674,7857.982233,211,1/28/2021,4,0,0
Home,Jacket,Low,22.55415797,17.85443575,Jacket in Home category,07:21.8,Out of Stock,242,30,19,Supplier_9,07:21.8,17.85443575,2464.122964,133,10/13/2023,41,144,0
Kids,Jacket,High,190.3811505,7.856167339,Jacket in Kids category,07:21.8,Out of Stock,464,67,18,Supplier_6,07:21.8,7.856167339,44733.24462,255,4/18/2024,16,0,0
Shoes,Shirt,Premium,306.6209639,27.26093195,Shirt in Shoes category,07:21.8,Available,64,27,9,Supplier_5,07:21.8,27.26093195,14274.12682,64,1/19/2024,3,70,112.75
Men,Dress,Low,12.66025147,15.07944327,Dress in Men category,07:21.8,Out of Stock,181,34,23,Supplier_3,07:21.8,15.07944327,1945.959241,181,7/29/2022,30,0,0
Home,Bags,High,184.9315341,26.32076259,Bags in Home category,07:21.8,Available,252,57,17,Supplier_7,07:21.8,26.32076259,34336.54831,252,12/22/2020,52,167,0
Men,Shirt,Premium,209.7194613,33.26505654,Shirt in Men category,07:21.8,Available,180,21,13,Supplier_9,07:21.8,33.26505654,15815.04653,113,7/16/2022,28,0,0
Shoes,Jeans,High,102.6090515,22.75012301,Jeans in Shoes category,07:21.8,Available,33,89,29,Supplier_2,07:21.8,22.75012301,2615.75708,33,1/6/2024,1,0,0
Men,Jeans,Premium,496.5494037,17.24642128,Jeans in Men category,07:21.8,Out of Stock,172,91,27,Supplier_8,07:21.8,17.24642128,70676.93309,172,2/24/2023,8,331,0
Men,Bags,Medium,87.11470696,35.42091361,Bags in Men category,07:21.8,Available,218,77,14,Supplier_9,07:21.8,35.42091361,12264.21825,218,8/20/2023,33,0,0
Women,Jacket,Low,9.120294131,16.20873895,Jacket in Women category,07:21.8,Out of Stock,296,47,19,Supplier_8,07:21.8,16.20873895,596.0767381,78,12/8/2023,49,0,0
Kids,Shirt,Premium,328.7898088,24.07673994,Shirt in Kids category,07:21.8,Out of Stock,195,19,6,Supplier_1,07:21.8,24.07673994,13230.2809,53,12/31/2023,52,90,0
Home,Jacket,Premium,408.8758895,42.19416447,Jacket in Home category,07:21.8,Out of Stock,372,95,19,Supplier_4,07:21.8,42.19416447,6381.561353,27,5/6/2021,18,0,0
Kids,Jacket,Premium,473.2977687,32.17886666,Jacket in Kids category,07:21.8,Available,400,89,6,Supplier_6,07:21.8,32.17886666,100792.716,314,12/25/2022,51,0,0
Accessories,Bags,Low,20.41247189,32.92628682,Bags in Accessories category,07:21.8,Available,351,19,18,Supplier_9,07:21.8,32.92628682,3463.924921,253,8/15/2023,33,0,0
Kids,Shirt,High,136.0360339,12.29889237,Shirt in Kids category,07:21.8,Available,456,19,1,Supplier_4,07:21.8,12.29889237,48318.56894,405,1/3/2023,1,106,148.25
Men,Sneakers,Medium,78.40397637,36.98149679,Sneakers in Men category,07:21.8,Available,275,64,10,Supplier_1,07:21.8,36.98149679,8992.440251,182,6/14/2021,24,0,0
Shoes,Bags,High,190.9623312,22.77649308,Bags in Shoes category,07:21.8,Out of Stock,441,77,12,Supplier_4,07:21.8,22.77649308,32295.45018,219,3/25/2024,13,103,0
Men,Sneakers,Low,14.00158381,9.415080127,Sneakers in Men category,07:21.8,Available,385,25,6,Supplier_6,07:21.8,9.415080127,3234.247486,255,8/5/2022,31,0,0
Men,Dress,Low,22.3400053,29.92067911,Dress in Men category,07:21.8,Out of Stock,205,46,26,Supplier_10,07:21.8,29.92067911,3209.423419,205,11/1/2020,44,0,0
Women,Jeans,High,150.4367177,39.84167158,Jeans in Women category,07:21.8,Available,416,45,2,Supplier_9,07:21.8,39.84167158,10136.02405,112,3/4/2024,10,190,0
Kids,Jacket,Medium,62.14953863,42.27972204,Jacket in Kids category,07:21.8,Out of Stock,70,25,27,Supplier_1,07:21.8,42.27972204,2511.102051,70,7/15/2021,28,0,0
Shoes,Sneakers,High,108.4136076,22.71053462,Sneakers in Shoes category,07:21.8,Available,6,18,15,Supplier_1,07:21.8,22.71053462,502.7537864,6,3/7/2024,10,203,0
Shoes,Jeans,High,134.9102945,44.83172015,Jeans in Shoes category,07:21.8,Out of Stock,204,56,21,Supplier_6,07:21.8,44.83172015,15183.24852,204,9/2/2024,36,6,0
Men,Jacket,Low,26.79108885,23.86556502,Jacket in Men category,07:21.8,Out of Stock,480,65,1,Supplier_6,07:21.8,23.86556502,4997.324811,245,2/9/2023,6,175,0
Home,Jeans,Medium,36.38700992,45.03831113,Jeans in Home category,07:21.8,Available,184,70,7,Supplier_10,07:21.8,45.03831113,1699.90779,85,8/3/2021,31,145,0
Women,Dress,High,119.5447945,6.090508404,Dress in Women category,07:21.8,Out of Stock,270,10,18,Supplier_9,07:21.8,6.090508404,30311.25535,270,12/10/2022,49,302,0
Kids,Jacket,Medium,58.32267106,6.971942726,Jacket in Kids category,07:21.8,Available,304,23,8,Supplier_7,07:21.8,6.971942726,9766.16061,180,5/2/2023,18,0,0
Home,Bags,Premium,342.2063511,41.65522233,Bags in Home category,07:21.8,Out of Stock,159,24,10,Supplier_4,07:21.8,41.65522233,11180.93395,56,4/2/2024,14,211,0
Women,Sneakers,Premium,302.7986046,48.8513692,Sneakers in Women category,07:21.8,Available,208,20,17,Supplier_4,07:21.8,48.8513692,32214.48679,208,11/20/2023,47,0,0
Accessories,Jacket,Medium,33.85448695,32.91897205,Jacket in Accessories category,07:21.8,Out of Stock,285,47,7,Supplier_10,07:21.8,32.91897205,4973.47639,219,2/21/2021,7,92,0
Women,Bags,Low,21.55384887,24.13864806,Bags in Women category,07:21.8,Available,173,53,9,Supplier_1,07:21.8,24.13864806,1749.561403,107,11/29/2023,48,85,0
Home,Jeans,Low,29.49114049,16.52515735,Jeans in Home category,07:21.8,Out of Stock,492,22,15,Supplier_9,07:21.8,16.52515735,5686.684801,231,11/4/2023,44,140,0
Home,Bags,Medium,32.68347371,27.29371387,Bags in Home category,07:21.8,Out of Stock,497,93,10,Supplier_3,07:21.8,27.29371387,7865.533111,331,1/11/2023,2,239,222.25
Women,Sneakers,High,174.3744783,36.62900142,Sneakers in Women category,07:21.8,Available,418,12,20,Supplier_1,07:21.8,36.62900142,5967.1538,54,3/29/2024,13,188,0
Women,Bags,Medium,40.8116998,34.2678208,Bags in Women category,07:21.8,Out of Stock,399,15,7,Supplier_5,07:21.8,34.2678208,3782.52517,141,12/17/2023,50,113,0
Shoes,Dress,Medium,56.63515706,11.83334767,Dress in Shoes category,07:21.8,Available,376,41,1,Supplier_2,07:21.8,11.83334767,16627.79623,333,4/18/2022,16,0,0
Shoes,Sneakers,High,179.9264027,24.68416072,Sneakers in Shoes category,07:21.8,Available,416,99,13,Supplier_3,07:21.8,24.68416072,38621.22788,285,6/27/2023,26,226,0
Men,Jacket,Low,17.2951028,8.588575468,Jacket in Men category,07:21.8,Available,393,62,28,Supplier_1,07:21.8,8.588575468,1612.589384,102,8/19/2022,33,115,0
Kids,Jeans,High,174.3219686,29.96171101,Jeans in Kids category,07:21.8,Available,332,98,4,Supplier_8,07:21.8,29.96171101,1220.921241,10,4/10/2022,14,125,0
Kids,Shirt,Medium,70.65388011,9.004338867,Shirt in Kids category,07:21.8,Out of Stock,305,53,21,Supplier_9,07:21.8,9.004338867,19609.04942,305,10/8/2021,40,0,0
Accessories,Jacket,High,145.1567153,24.12220863,Jacket in Accessories category,07:21.8,Out of Stock,499,44,8,Supplier_9,07:21.8,24.12220863,25332.59321,230,6/24/2023,25,197,0
